treat	cont	meso
2.8254E+2	2.8119E+2	meso1
2.8284E+2	2.8145E+2	meso1
2.8262E+2	2.8155E+2	meso1
2.8235E+2	2.8154E+2	meso1
2.8247E+2	2.8168E+2	meso1
2.8279E+2	2.8168E+2	meso1
2.8265E+2	2.8182E+2	meso1
2.8387E+2	2.8128E+2	meso1
2.8294E+2	2.8153E+2	meso1
2.8232E+2	2.8182E+2	meso1
2.8236E+2	2.8141E+2	meso1
2.8176E+2	2.8117E+2	meso1
2.8264E+2	2.8195E+2	meso1
2.8257E+2	2.8117E+2	meso1
2.8166E+2	2.8156E+2	meso1
2.8278E+2	2.8153E+2	meso1
2.8303E+2	2.8181E+2	meso1
2.8300E+2	2.8161E+2	meso1
2.8274E+2	2.8172E+2	meso1
2.8222E+2	2.8141E+2	meso1
2.8289E+2	2.8129E+2	meso1
2.8203E+2	2.8189E+2	meso1
2.8282E+2	2.8189E+2	meso1
2.8285E+2	2.8170E+2	meso1
2.8282E+2	2.8210E+2	meso1
2.8237E+2	2.8165E+2	meso1
2.8278E+2	2.8158E+2	meso1
2.8267E+2	2.8113E+2	meso1
2.8206E+2	2.8085E+2	meso1
2.8225E+2	2.8208E+2	meso1
2.8258E+2	2.8179E+2	meso1
2.8190E+2	2.8149E+2	meso1
2.8270E+2	2.8172E+2	meso1
2.8248E+2	2.8211E+2	meso1
2.8260E+2	2.8131E+2	meso1
2.8184E+2	2.8188E+2	meso1
2.8269E+2	2.8029E+2	meso1
2.8251E+2	2.8156E+2	meso1
2.8292E+2	2.8206E+2	meso1
2.8253E+2	2.8193E+2	meso1
2.8267E+2	2.8176E+2	meso1
2.8253E+2	2.8136E+2	meso1
2.8259E+2	2.8121E+2	meso1
2.8219E+2	2.8168E+2	meso1
2.8311E+2	2.8123E+2	meso1
2.8249E+2	2.8111E+2	meso1
2.8200E+2	2.8133E+2	meso1
2.8223E+2	2.8146E+2	meso1
2.8244E+2	2.8151E+2	meso1
2.8295E+2	2.8180E+2	meso1
2.8244E+2	2.8149E+2	meso1
2.8175E+2	2.8172E+2	meso1
2.8190E+2	2.8184E+2	meso1
2.8283E+2	2.8156E+2	meso1
2.8241E+2	2.8114E+2	meso1
2.8238E+2	2.8133E+2	meso1
2.8276E+2	2.8071E+2	meso1
2.8262E+2	2.8153E+2	meso1
2.8220E+2	2.8130E+2	meso1
2.8174E+2	2.8159E+2	meso1
2.8248E+2	2.8153E+2	meso1
2.8212E+2	2.8119E+2	meso1
2.8291E+2	2.8168E+2	meso1
2.8240E+2	2.8161E+2	meso1
2.8158E+2	2.8043E+2	meso1
2.8157E+2	2.8097E+2	meso1
2.8201E+2	2.8163E+2	meso1
2.8221E+2	2.8152E+2	meso1
2.8188E+2	2.8107E+2	meso1
2.8241E+2	2.8142E+2	meso1
2.8249E+2	2.8124E+2	meso1
2.8234E+2	2.8116E+2	meso1
2.8249E+2	2.8118E+2	meso1
2.8248E+2	2.8107E+2	meso1
2.8177E+2	2.8108E+2	meso1
2.8185E+2	2.8120E+2	meso1
2.8258E+2	2.8146E+2	meso1
2.8212E+2	2.8153E+2	meso1
2.8196E+2	2.8081E+2	meso1
2.8184E+2	2.8093E+2	meso1
2.8229E+2	2.8157E+2	meso1
2.8163E+2	2.8114E+2	meso1
2.8153E+2	2.8097E+2	meso1
2.8197E+2	2.8086E+2	meso1
2.8208E+2	2.8137E+2	meso1
2.8222E+2	2.8098E+2	meso1
2.8245E+2	2.8147E+2	meso1
2.8198E+2	2.8160E+2	meso1
2.8204E+2	2.8105E+2	meso1
2.8204E+2	2.8067E+2	meso1
2.8232E+2	2.8118E+2	meso1
2.8149E+2	2.8079E+2	meso1
2.8216E+2	2.8044E+2	meso1
2.8160E+2	2.8085E+2	meso1
2.8215E+2	2.8150E+2	meso1
2.8239E+2	2.8163E+2	meso1
2.8203E+2	2.8101E+2	meso1
2.8170E+2	2.8125E+2	meso1
2.8230E+2	2.8107E+2	meso1
2.8264E+2	2.8112E+2	meso1
2.8217E+2	2.8086E+2	meso1
2.8180E+2	2.8140E+2	meso1
2.8191E+2	2.8095E+2	meso1
2.8214E+2	2.8083E+2	meso1
2.8136E+2	2.8082E+2	meso1
2.8177E+2	2.8097E+2	meso1
2.8216E+2	2.8084E+2	meso1
2.8190E+2	2.8084E+2	meso1
2.8193E+2	2.8115E+2	meso1
2.8198E+2	2.8108E+2	meso1
2.8150E+2	2.8123E+2	meso1
2.8218E+2	2.8119E+2	meso1
2.8217E+2	2.8075E+2	meso1
2.8209E+2	2.8133E+2	meso1
2.8234E+2	2.8111E+2	meso1
2.8206E+2	2.8114E+2	meso1
2.8154E+2	2.8092E+2	meso1
2.8259E+2	2.8052E+2	meso1
2.8187E+2	2.8074E+2	meso1
2.8245E+2	2.8083E+2	meso1
2.8267E+2	2.8113E+2	meso1
2.8127E+2	2.8039E+2	meso1
2.8135E+2	2.8080E+2	meso1
2.8190E+2	2.8046E+2	meso1
2.8260E+2	2.8114E+2	meso1
2.8254E+2	2.8123E+2	meso1
2.8247E+2	2.8069E+2	meso1
2.8101E+2	2.8127E+2	meso1
2.8138E+2	2.8134E+2	meso1
2.8120E+2	2.8109E+2	meso1
2.8184E+2	2.8089E+2	meso1
2.8182E+2	2.8084E+2	meso1
2.8209E+2	2.8063E+2	meso1
2.8200E+2	2.8050E+2	meso1
2.8192E+2	2.8122E+2	meso1
2.8165E+2	2.8082E+2	meso1
2.8210E+2	2.8038E+2	meso1
2.8181E+2	2.8067E+2	meso1
2.8214E+2	2.8039E+2	meso1
2.8193E+2	2.8071E+2	meso1
2.8157E+2	2.8056E+2	meso1
2.8190E+2	2.8066E+2	meso1
2.8218E+2	2.8066E+2	meso1
2.8208E+2	2.8058E+2	meso1
2.8255E+2	2.8089E+2	meso1
2.8191E+2	2.8027E+2	meso1
2.8189E+2	2.8107E+2	meso1
2.8222E+2	2.8066E+2	meso1
2.8132E+2	2.8102E+2	meso1
2.8144E+2	2.8125E+2	meso1
2.8212E+2	2.8007E+2	meso1
2.8226E+2	2.8041E+2	meso1
2.8183E+2	2.8020E+2	meso1
2.8206E+2	2.8063E+2	meso1
2.8167E+2	2.8072E+2	meso1
2.8128E+2	2.8067E+2	meso1
2.8204E+2	2.8025E+2	meso1
2.8230E+2	2.8055E+2	meso1
2.8140E+2	2.8073E+2	meso1
2.8176E+2	2.8025E+2	meso1
2.8149E+2	2.8078E+2	meso1
2.8147E+2	2.8025E+2	meso1
2.8258E+2	2.8049E+2	meso1
2.8140E+2	2.8038E+2	meso1
2.8125E+2	2.8073E+2	meso1
2.8177E+2	2.8023E+2	meso1
2.8129E+2	2.8092E+2	meso1
2.8153E+2	2.8084E+2	meso1
2.8184E+2	2.8083E+2	meso1
2.8175E+2	2.8100E+2	meso1
2.8159E+2	2.8042E+2	meso1
2.8181E+2	2.8081E+2	meso1
2.8220E+2	2.8039E+2	meso1
2.8162E+2	2.8074E+2	meso1
2.8178E+2	2.8069E+2	meso1
2.8177E+2	2.8011E+2	meso1
2.8140E+2	2.8077E+2	meso1
2.8171E+2	2.8039E+2	meso1
2.8158E+2	2.8070E+2	meso1
2.8175E+2	2.8111E+2	meso1
2.8153E+2	2.8054E+2	meso1
2.8168E+2	2.8029E+2	meso1
2.8195E+2	2.8037E+2	meso1
2.8134E+2	2.8108E+2	meso1
2.8118E+2	2.8053E+2	meso1
2.8135E+2	2.8089E+2	meso1
2.8136E+2	2.8058E+2	meso1
2.8221E+2	2.8065E+2	meso1
2.8206E+2	2.8045E+2	meso1
2.8183E+2	2.8055E+2	meso1
2.8175E+2	2.8043E+2	meso1
2.8231E+2	2.8062E+2	meso1
2.8151E+2	2.8064E+2	meso1
2.8100E+2	2.8031E+2	meso1
2.8223E+2	2.8070E+2	meso1
2.8165E+2	2.8098E+2	meso1
2.8131E+2	2.8003E+2	meso1
2.8118E+2	2.8040E+2	meso1
2.8177E+2	2.8050E+2	meso1
2.8214E+2	2.8036E+2	meso1
2.8142E+2	2.8065E+2	meso1
2.8214E+2	2.8036E+2	meso1
2.8155E+2	2.8095E+2	meso1
2.8163E+2	2.8052E+2	meso1
2.8138E+2	2.8060E+2	meso1
2.8196E+2	2.8089E+2	meso1
2.8171E+2	2.8054E+2	meso1
2.8195E+2	2.7995E+2	meso1
2.8179E+2	2.8048E+2	meso1
2.8178E+2	2.8072E+2	meso1
2.8158E+2	2.7996E+2	meso1
2.8188E+2	2.8034E+2	meso1
2.8138E+2	2.8004E+2	meso1
2.8150E+2	2.7977E+2	meso1
2.8143E+2	2.8011E+2	meso1
2.8191E+2	2.8046E+2	meso1
2.8163E+2	2.8044E+2	meso1
2.8189E+2	2.8033E+2	meso1
2.8171E+2	2.8057E+2	meso1
2.8169E+2	2.7985E+2	meso1
2.8162E+2	2.7983E+2	meso1
2.8103E+2	2.8049E+2	meso1
2.8105E+2	2.8040E+2	meso1
2.8081E+2	2.8028E+2	meso1
2.8117E+2	2.7960E+2	meso1
2.8125E+2	2.8037E+2	meso1
2.8153E+2	2.8017E+2	meso1
2.8152E+2	2.7995E+2	meso1
2.8187E+2	2.8004E+2	meso1
2.8164E+2	2.8045E+2	meso1
2.8090E+2	2.8094E+2	meso1
2.8148E+2	2.8009E+2	meso1
2.8163E+2	2.7994E+2	meso1
2.8116E+2	2.8020E+2	meso1
2.8115E+2	2.8005E+2	meso1
2.8102E+2	2.7972E+2	meso1
2.8073E+2	2.8043E+2	meso1
2.8125E+2	2.7956E+2	meso1
2.8091E+2	2.7987E+2	meso1
2.8117E+2	2.7980E+2	meso1
2.8179E+2	2.7992E+2	meso1
2.8132E+2	2.7983E+2	meso1
2.8062E+2	2.8032E+2	meso1
2.8172E+2	2.8031E+2	meso1
2.8189E+2	2.8023E+2	meso1
2.8169E+2	2.8008E+2	meso1
2.8152E+2	2.7968E+2	meso1
2.8097E+2	2.7989E+2	meso1
2.8189E+2	2.8019E+2	meso1
2.8149E+2	2.8025E+2	meso1
2.8125E+2	2.7996E+2	meso1
2.8140E+2	2.8029E+2	meso1
2.8146E+2	2.8003E+2	meso1
2.8166E+2	2.7989E+2	meso1
2.8199E+2	2.7957E+2	meso1
2.8119E+2	2.7930E+2	meso1
2.8155E+2	2.7965E+2	meso1
2.8081E+2	2.7941E+2	meso1
2.8119E+2	2.8012E+2	meso1
2.8128E+2	2.7990E+2	meso1
2.8041E+2	2.8011E+2	meso1
2.8044E+2	2.7974E+2	meso1
2.8066E+2	2.8008E+2	meso1
2.8069E+2	2.7970E+2	meso1
2.8085E+2	2.7978E+2	meso1
2.8106E+2	2.7971E+2	meso1
2.8099E+2	2.8013E+2	meso1
2.8148E+2	2.7933E+2	meso1
2.8077E+2	2.7999E+2	meso1
2.8087E+2	2.8009E+2	meso1
2.8075E+2	2.7935E+2	meso1
2.8175E+2	2.7984E+2	meso1
2.8025E+2	2.7988E+2	meso1
2.8060E+2	2.7989E+2	meso1
2.8146E+2	2.7940E+2	meso1
2.8136E+2	2.7937E+2	meso1
2.8045E+2	2.7977E+2	meso1
2.8115E+2	2.7920E+2	meso1
2.8038E+2	2.8005E+2	meso1
2.8124E+2	2.7911E+2	meso1
2.8115E+2	2.7940E+2	meso1
2.8201E+2	2.8004E+2	meso1
2.8106E+2	2.7978E+2	meso1
2.8164E+2	2.7953E+2	meso1
2.8089E+2	2.7965E+2	meso1
2.8066E+2	2.8007E+2	meso1
2.8065E+2	2.7953E+2	meso1
2.8106E+2	2.7952E+2	meso1
2.8137E+2	2.8023E+2	meso1
2.8108E+2	2.8004E+2	meso1
2.8071E+2	2.7964E+2	meso1
2.8229E+2	2.7980E+2	meso1
2.8020E+2	2.7956E+2	meso1
2.8128E+2	2.7928E+2	meso1
2.8139E+2	2.8008E+2	meso1
2.8082E+2	2.8006E+2	meso1
2.8060E+2	2.7944E+2	meso1
2.8089E+2	2.7961E+2	meso1
2.8118E+2	2.8005E+2	meso1
2.8099E+2	2.7975E+2	meso1
2.8120E+2	2.7869E+2	meso1
2.8159E+2	2.7970E+2	meso1
2.8078E+2	2.7977E+2	meso1
2.8114E+2	2.7933E+2	meso1
2.8064E+2	2.7921E+2	meso1
2.8109E+2	2.7925E+2	meso1
2.8062E+2	2.7927E+2	meso1
2.8086E+2	2.7937E+2	meso1
2.8161E+2	2.7952E+2	meso1
2.8081E+2	2.7997E+2	meso1
2.8092E+2	2.7943E+2	meso1
2.8080E+2	2.7928E+2	meso1
2.8085E+2	2.7955E+2	meso1
2.8079E+2	2.7962E+2	meso1
2.8138E+2	2.7962E+2	meso1
2.8072E+2	2.7956E+2	meso1
2.8000E+2	2.7968E+2	meso1
2.8113E+2	2.7977E+2	meso1
2.8140E+2	2.7948E+2	meso1
2.8108E+2	2.7921E+2	meso1
2.8147E+2	2.7948E+2	meso1
2.8118E+2	2.7985E+2	meso1
2.8108E+2	2.7992E+2	meso1
2.8087E+2	2.7932E+2	meso1
2.8033E+2	2.7978E+2	meso1
2.8047E+2	2.7943E+2	meso1
2.8119E+2	2.7969E+2	meso1
2.8089E+2	2.7986E+2	meso1
2.8098E+2	2.7927E+2	meso1
2.8108E+2	2.7978E+2	meso1
2.8081E+2	2.7994E+2	meso1
2.8059E+2	2.7954E+2	meso1
2.8074E+2	2.7978E+2	meso1
2.8100E+2	2.7941E+2	meso1
2.8114E+2	2.7933E+2	meso1
2.8134E+2	2.7954E+2	meso1
2.8086E+2	2.7876E+2	meso1
2.8056E+2	2.7976E+2	meso1
2.8025E+2	2.7979E+2	meso1
2.8098E+2	2.7963E+2	meso1
2.8068E+2	2.7925E+2	meso1
2.8070E+2	2.8021E+2	meso1
2.8142E+2	2.7934E+2	meso1
2.8116E+2	2.7972E+2	meso1
2.8155E+2	2.7952E+2	meso1
2.8068E+2	2.7942E+2	meso1
2.8145E+2	2.7905E+2	meso1
2.8081E+2	2.7946E+2	meso1
2.8115E+2	2.7959E+2	meso1
2.8037E+2	2.8014E+2	meso1
2.8047E+2	2.8003E+2	meso1
2.8129E+2	2.7971E+2	meso1
2.8069E+2	2.7934E+2	meso1
2.8102E+2	2.7939E+2	meso1
2.8151E+2	2.7890E+2	meso1
2.8086E+2	2.7970E+2	meso1
2.8007E+2	2.7935E+2	meso1
2.8079E+2	2.7960E+2	meso1
2.8091E+2	2.7931E+2	meso1
2.8064E+2	2.7950E+2	meso1
2.8104E+2	2.7994E+2	meso1
2.8068E+2	2.7924E+2	meso1
2.8021E+2	2.8003E+2	meso1
2.8053E+2	2.7948E+2	meso1
2.8117E+2	2.7936E+2	meso1
2.8106E+2	2.7938E+2	meso1
2.8119E+2	2.7918E+2	meso1
2.8086E+2	2.7935E+2	meso1
2.8061E+2	2.7943E+2	meso1
2.8017E+2	2.7949E+2	meso1
2.8021E+2	2.7936E+2	meso1
2.8001E+2	2.7919E+2	meso1
2.8059E+2	2.7956E+2	meso1
2.8106E+2	2.7939E+2	meso1
2.8109E+2	2.7952E+2	meso1
2.8042E+2	2.7983E+2	meso1
2.8022E+2	2.7979E+2	meso1
2.8020E+2	2.7969E+2	meso1
2.8010E+2	2.7924E+2	meso1
2.8080E+2	2.7962E+2	meso1
2.8026E+2	2.7953E+2	meso1
2.8048E+2	2.7966E+2	meso1
2.8041E+2	2.7943E+2	meso1
2.8082E+2	2.7924E+2	meso1
2.8008E+2	2.8036E+2	meso1
2.8042E+2	2.7962E+2	meso1
2.8027E+2	2.7990E+2	meso1
2.8030E+2	2.7924E+2	meso1
2.8025E+2	2.7957E+2	meso1
2.7987E+2	2.8000E+2	meso1
2.8076E+2	2.7981E+2	meso1
2.8006E+2	2.7914E+2	meso1
2.8036E+2	2.7981E+2	meso1
2.8059E+2	2.7983E+2	meso1
2.8038E+2	2.8005E+2	meso1
2.8058E+2	2.7945E+2	meso1
2.8035E+2	2.7995E+2	meso1
2.8078E+2	2.7945E+2	meso1
2.8029E+2	2.7930E+2	meso1
2.8028E+2	2.7951E+2	meso1
2.8037E+2	2.7973E+2	meso1
2.7992E+2	2.7909E+2	meso1
2.8079E+2	2.7982E+2	meso1
2.8032E+2	2.7945E+2	meso1
2.8050E+2	2.7981E+2	meso1
2.8021E+2	2.7974E+2	meso1
2.8112E+2	2.7970E+2	meso1
2.8052E+2	2.7946E+2	meso1
2.8050E+2	2.7963E+2	meso1
2.8086E+2	2.7975E+2	meso1
2.8090E+2	2.7981E+2	meso1
2.8076E+2	2.7962E+2	meso1
2.8025E+2	2.7943E+2	meso1
2.8063E+2	2.8004E+2	meso1
2.8018E+2	2.7960E+2	meso1
2.7965E+2	2.7950E+2	meso1
2.8041E+2	2.7936E+2	meso1
2.8030E+2	2.7942E+2	meso1
2.8077E+2	2.7984E+2	meso1
2.8067E+2	2.7969E+2	meso1
2.8095E+2	2.7913E+2	meso1
2.8019E+2	2.7991E+2	meso1
2.8019E+2	2.7977E+2	meso1
2.8013E+2	2.7940E+2	meso1
2.8062E+2	2.7937E+2	meso1
2.7969E+2	2.8005E+2	meso1
2.7918E+2	2.7953E+2	meso1
2.8055E+2	2.7934E+2	meso1
2.7974E+2	2.7993E+2	meso1
2.8030E+2	2.7999E+2	meso1
2.8093E+2	2.7974E+2	meso1
2.8027E+2	2.7965E+2	meso1
2.7999E+2	2.8015E+2	meso1
2.8069E+2	2.7955E+2	meso1
2.8079E+2	2.7918E+2	meso1
2.8035E+2	2.7979E+2	meso1
2.8094E+2	2.7927E+2	meso1
2.8076E+2	2.7926E+2	meso1
2.8060E+2	2.7972E+2	meso1
2.8018E+2	2.7923E+2	meso1
2.7965E+2	2.7957E+2	meso1
2.7973E+2	2.7936E+2	meso1
2.8014E+2	2.7936E+2	meso1
2.8039E+2	2.7906E+2	meso1
2.8093E+2	2.7959E+2	meso1
2.8031E+2	2.7990E+2	meso1
2.8040E+2	2.7952E+2	meso1
2.7972E+2	2.7905E+2	meso1
2.7987E+2	2.7941E+2	meso1
2.8027E+2	2.7896E+2	meso1
2.8013E+2	2.7951E+2	meso1
2.8082E+2	2.7927E+2	meso1
2.8026E+2	2.7977E+2	meso1
2.8068E+2	2.7930E+2	meso1
2.8077E+2	2.7947E+2	meso1
2.8037E+2	2.7907E+2	meso1
2.8054E+2	2.7949E+2	meso1
2.8035E+2	2.7959E+2	meso1
2.7985E+2	2.7917E+2	meso1
2.7970E+2	2.7972E+2	meso1
2.8082E+2	2.7982E+2	meso1
2.8041E+2	2.7948E+2	meso1
2.8022E+2	2.7970E+2	meso1
2.7997E+2	2.7971E+2	meso1
2.8053E+2	2.7905E+2	meso1
2.8049E+2	2.7976E+2	meso1
2.8008E+2	2.7925E+2	meso1
2.7965E+2	2.8028E+2	meso1
2.8041E+2	2.7986E+2	meso1
2.8053E+2	2.7957E+2	meso1
2.8049E+2	2.7945E+2	meso1
2.8021E+2	2.7965E+2	meso1
2.7998E+2	2.7971E+2	meso1
2.8016E+2	2.7943E+2	meso1
2.8038E+2	2.7948E+2	meso1
2.7943E+2	2.7991E+2	meso1
2.8031E+2	2.7924E+2	meso1
2.8039E+2	2.7959E+2	meso1
2.8025E+2	2.7928E+2	meso1
2.8010E+2	2.7907E+2	meso1
2.8039E+2	2.7922E+2	meso1
2.7957E+2	2.7977E+2	meso1
2.7987E+2	2.7948E+2	meso1
2.8001E+2	2.7930E+2	meso1
2.7979E+2	2.7926E+2	meso1
2.8041E+2	2.7970E+2	meso1
2.8009E+2	2.7970E+2	meso1
2.8004E+2	2.7953E+2	meso1
2.7989E+2	2.7947E+2	meso1
2.7996E+2	2.7859E+2	meso1
2.7988E+2	2.7987E+2	meso1
2.8060E+2	2.7924E+2	meso1
2.8007E+2	2.7963E+2	meso1
2.7996E+2	2.7969E+2	meso1
2.7995E+2	2.7934E+2	meso1
2.7986E+2	2.7967E+2	meso1
2.8062E+2	2.7973E+2	meso1
2.8049E+2	2.7923E+2	meso1
2.7972E+2	2.7937E+2	meso1
2.8004E+2	2.7961E+2	meso1
2.8040E+2	2.7996E+2	meso1
2.8006E+2	2.7943E+2	meso1
2.7964E+2	2.7939E+2	meso1
2.8062E+2	2.7948E+2	meso1
2.8060E+2	2.7932E+2	meso1
2.8028E+2	2.7942E+2	meso1
2.7977E+2	2.7944E+2	meso1
2.8037E+2	2.7926E+2	meso1
2.8041E+2	2.7921E+2	meso1
2.7994E+2	2.7957E+2	meso1
2.8043E+2	2.7941E+2	meso1
2.8036E+2	2.7927E+2	meso1
2.7947E+2	2.7908E+2	meso1
2.8033E+2	2.7953E+2	meso1
2.8093E+2	2.7957E+2	meso1
2.8018E+2	2.7945E+2	meso1
2.8020E+2	2.7980E+2	meso1
2.7945E+2	2.7978E+2	meso1
2.7904E+2	2.7957E+2	meso1
2.7970E+2	2.7930E+2	meso1
2.7957E+2	2.7968E+2	meso1
2.7971E+2	2.7920E+2	meso1
2.8014E+2	2.7917E+2	meso1
2.7995E+2	2.7904E+2	meso1
2.8071E+2	2.7920E+2	meso1
2.8061E+2	2.7916E+2	meso1
2.7994E+2	2.7962E+2	meso1
2.8036E+2	2.7919E+2	meso1
2.7950E+2	2.7923E+2	meso1
2.8021E+2	2.7894E+2	meso1
2.8010E+2	2.7893E+2	meso1
2.8028E+2	2.7899E+2	meso1
2.7957E+2	2.7843E+2	meso1
2.8013E+2	2.7913E+2	meso1
2.7959E+2	2.7889E+2	meso1
2.7973E+2	2.7896E+2	meso1
2.8016E+2	2.7921E+2	meso1
2.7887E+2	2.7870E+2	meso1
2.7983E+2	2.7931E+2	meso1
2.7955E+2	2.7898E+2	meso1
2.7977E+2	2.7885E+2	meso1
2.8026E+2	2.7890E+2	meso1
2.7991E+2	2.7935E+2	meso1
2.8013E+2	2.7935E+2	meso1
2.7992E+2	2.7949E+2	meso1
2.7939E+2	2.7922E+2	meso1
2.8011E+2	2.7906E+2	meso1
2.7964E+2	2.7918E+2	meso1
2.7992E+2	2.7945E+2	meso1
2.8023E+2	2.7867E+2	meso1
2.8072E+2	2.7924E+2	meso1
2.8021E+2	2.7902E+2	meso1
2.7985E+2	2.7956E+2	meso1
2.8058E+2	2.7923E+2	meso1
2.8031E+2	2.7879E+2	meso1
2.7994E+2	2.7921E+2	meso1
2.8004E+2	2.7932E+2	meso1
2.8040E+2	2.7925E+2	meso1
2.7971E+2	2.7932E+2	meso1
2.8033E+2	2.7934E+2	meso1
2.7966E+2	2.7955E+2	meso1
2.7903E+2	2.7944E+2	meso1
2.8009E+2	2.7943E+2	meso1
2.7976E+2	2.7937E+2	meso1
2.7967E+2	2.7936E+2	meso1
2.7942E+2	2.7938E+2	meso1
2.7962E+2	2.7943E+2	meso1
2.7972E+2	2.7951E+2	meso1
2.8018E+2	2.7958E+2	meso1
2.7912E+2	2.7909E+2	meso1
2.7977E+2	2.7919E+2	meso1
2.7944E+2	2.7923E+2	meso1
2.7999E+2	2.7958E+2	meso1
2.8018E+2	2.7880E+2	meso1
2.8027E+2	2.7888E+2	meso1
2.8009E+2	2.7943E+2	meso1
2.7987E+2	2.7937E+2	meso1
2.8069E+2	2.7947E+2	meso1
2.7988E+2	2.7852E+2	meso1
2.8025E+2	2.7919E+2	meso1
2.8023E+2	2.7936E+2	meso1
2.7982E+2	2.7906E+2	meso1
2.8016E+2	2.7927E+2	meso1
2.7951E+2	2.7936E+2	meso1
2.7986E+2	2.7892E+2	meso1
2.7988E+2	2.7930E+2	meso1
2.7998E+2	2.7882E+2	meso1
2.8049E+2	2.7931E+2	meso1
2.8042E+2	2.7887E+2	meso1
2.8009E+2	2.7907E+2	meso1
2.8010E+2	2.7917E+2	meso1
2.8027E+2	2.7890E+2	meso1
2.8029E+2	2.7885E+2	meso1
2.7992E+2	2.7910E+2	meso1
2.7980E+2	2.7928E+2	meso1
2.8013E+2	2.7840E+2	meso1
2.7978E+2	2.7920E+2	meso1
2.7973E+2	2.7919E+2	meso1
2.8002E+2	2.7912E+2	meso1
2.7939E+2	2.7855E+2	meso1
2.8014E+2	2.7911E+2	meso1
2.8026E+2	2.7876E+2	meso1
2.7989E+2	2.7883E+2	meso1
2.8036E+2	2.7843E+2	meso1
2.8016E+2	2.7909E+2	meso1
2.8027E+2	2.7885E+2	meso1
2.8027E+2	2.7862E+2	meso1
2.7924E+2	2.7920E+2	meso1
2.7951E+2	2.7888E+2	meso1
2.7994E+2	2.7822E+2	meso1
2.8035E+2	2.7901E+2	meso1
2.8034E+2	2.7841E+2	meso1
2.8004E+2	2.7882E+2	meso1
2.8010E+2	2.7860E+2	meso1
2.8041E+2	2.7884E+2	meso1
2.7887E+2	2.7820E+2	meso1
2.7961E+2	2.7892E+2	meso1
2.7965E+2	2.7898E+2	meso1
2.8039E+2	2.7831E+2	meso1
2.8059E+2	2.7871E+2	meso1
2.7928E+2	2.7896E+2	meso1
2.7978E+2	2.7914E+2	meso1
2.7976E+2	2.7911E+2	meso1
2.7958E+2	2.7888E+2	meso1
2.7991E+2	2.7874E+2	meso1
2.7904E+2	2.7877E+2	meso1
2.7987E+2	2.7864E+2	meso1
2.7993E+2	2.7875E+2	meso1
2.7986E+2	2.7900E+2	meso1
2.7972E+2	2.7884E+2	meso1
2.7927E+2	2.7894E+2	meso1
2.7976E+2	2.7913E+2	meso1
2.7988E+2	2.7826E+2	meso1
2.7979E+2	2.7864E+2	meso1
2.7975E+2	2.7855E+2	meso1
2.8009E+2	2.7916E+2	meso1
2.7990E+2	2.7935E+2	meso1
2.7942E+2	2.7871E+2	meso1
2.7904E+2	2.7883E+2	meso1
2.7921E+2	2.7881E+2	meso1
2.7966E+2	2.7883E+2	meso1
2.7977E+2	2.7906E+2	meso1
2.7925E+2	2.7868E+2	meso1
2.8009E+2	2.7864E+2	meso1
2.7957E+2	2.7918E+2	meso1
2.7954E+2	2.7824E+2	meso1
2.7944E+2	2.7889E+2	meso1
2.7984E+2	2.7897E+2	meso1
2.7987E+2	2.7826E+2	meso1
2.7952E+2	2.7890E+2	meso1
2.7982E+2	2.7921E+2	meso1
2.7999E+2	2.7856E+2	meso1
2.7946E+2	2.7878E+2	meso1
2.7974E+2	2.7912E+2	meso1
2.7940E+2	2.7908E+2	meso1
2.7959E+2	2.7847E+2	meso1
2.7900E+2	2.7900E+2	meso1
2.7984E+2	2.7835E+2	meso1
2.7980E+2	2.7895E+2	meso1
2.7969E+2	2.7862E+2	meso1
2.7988E+2	2.7897E+2	meso1
2.7976E+2	2.7877E+2	meso1
2.7955E+2	2.7857E+2	meso1
2.8001E+2	2.7840E+2	meso1
2.7999E+2	2.7863E+2	meso1
2.7962E+2	2.7905E+2	meso1
2.8021E+2	2.7856E+2	meso1
2.7970E+2	2.7907E+2	meso1
2.8028E+2	2.7888E+2	meso1
2.7951E+2	2.7848E+2	meso1
2.7936E+2	2.7838E+2	meso1
2.8008E+2	2.7860E+2	meso1
2.7965E+2	2.7878E+2	meso1
2.7958E+2	2.7882E+2	meso1
2.7991E+2	2.7851E+2	meso1
2.7947E+2	2.7940E+2	meso1
2.7976E+2	2.7910E+2	meso1
2.7961E+2	2.7860E+2	meso1
2.7967E+2	2.7873E+2	meso1
2.7930E+2	2.7916E+2	meso1
2.7949E+2	2.7902E+2	meso1
2.7938E+2	2.7911E+2	meso1
2.7965E+2	2.7859E+2	meso1
2.7939E+2	2.7874E+2	meso1
2.7932E+2	2.7854E+2	meso1
2.7980E+2	2.7895E+2	meso1
2.7956E+2	2.7863E+2	meso1
2.7969E+2	2.7871E+2	meso1
2.7926E+2	2.7857E+2	meso1
2.7890E+2	2.7851E+2	meso1
2.7930E+2	2.7879E+2	meso1
2.7955E+2	2.7835E+2	meso1
2.7904E+2	2.7911E+2	meso1
2.7910E+2	2.7842E+2	meso1
2.7996E+2	2.7898E+2	meso1
2.7937E+2	2.7877E+2	meso1
2.7977E+2	2.7923E+2	meso1
2.7878E+2	2.7910E+2	meso1
2.7924E+2	2.7870E+2	meso1
